CSD_Code,Contains_Organic_Ligand,Num_Organic_Ligands,Num_Nitrate_FS,Num_Nitrate_SS,Coordination_Number,Complex_Type
VOHBOM,True,1,3,0,10,1:1
VONTUQ,True,1,2,0,10,1:1
VUQRUW,True,1,2,0,1,1:1
VUQRUW01,True,1,2,0,1,1:1
WABKOB,True,4,1,0,10,other_organic
WAGHAR,True,3,3,0,9,1:1
WAPDOK,False,0,2,2,9,other_inorganic
WECWAE,True,2,1,0,10,other_organic
WEKDIA,True,1,2,2,8,2:1
WIDLON,True,2,3,0,9,1:1
WITLIX,True,2,3,0,9,1:1
WUHLOC,True,1,3,0,10,1:1
WUQZUD,True,1,1,1,8,2:1
WURBAM,True,1,1,1,8,2:1
XAGKUO,True,1,3,0,1,1:1
XAGLAV,True,1,3,0,1,1:1
XEBBAK,True,1,3,0,10,1:1
XEKYAR,False,0,8,0,2,other_inorganic
XIBZER,False,0,5,0,10,other_inorganic
XIJVOE,False,0,3,0,9,other_inorganic
XIPGEI,True,1,1,2,9,2:1
XIXYIN,True,1,1,0,1,other_organic
XOGRER,True,1,3,0,1,1:1
XOSWIM,True,1,3,0,10,1:1
XUGBUY,True,3,1,0,1,other_organic
XUKKIZ,True,3,1,0,1,other_organic
XUNDEQ,True,2,3,0,10,1:1
XUQHAT,True,2,1,0,2,other_organic
XUTCOG,True,1,3,0,10,1:1
YEDZAJ,True,1,3,0,10,1:1
YIWNEY,True,1,3,0,10,1:1
YOQQIF,True,1,2,0,9,1:1
YOQRUS,True,1,2,0,10,1:1
YURFUN,False,0,1,2,9,other_inorganic
YUXYIB,True,1,1,0,1,other_organic
ZAQVOG,True,1,3,0,10,1:1
ZAZZIN,True,2,1,1,10,2:1
ZECHEY,True,2,1,0,1,other_organic
ZIGRAL,True,1,1,0,1,other_organic
ZIYQUW,True,1,2,0,2,1:1
ZULFUH,True,2,3,0,10,1:1
GOBYUV,True,1,3,0,10,1:1
NISSIV,False,0,4,0,2,other_inorganic
NITXIB,False,0,3,0,1,other_inorganic
NIYQOF,True,2,1,0,1,other_organic
POCFAS,True,1,1,0,1,other_organic
