CSD_Code,Contains_Organic_Ligand,Num_Organic_Ligands,Num_Nitrate_FS,Num_Nitrate_SS,Coordination_Number,Complex_Type
ZECGOH,True,2,1,0,1,other_organic
ZIGQOY,True,1,1,0,1,other_organic
ZIJPAM,True,2,2,0,8,1:1
ZISRUR,True,1,1,0,9,other_organic
ZOHKIS,True,2,3,0,9,1:1
ZOKZOR,False,0,3,0,10,other_inorganic
ZUTLOS,True,1,0,0,8,other_organic
DOHTED,True,3,1,0,8,other_organic
EGIVAV,True,1,1,0,3,other_organic
MITVAQ,True,2,1,0,3,other_organic
NITYAU,False,0,3,0,1,other_inorganic
QIVGIP,True,1,2,0,1,1:1
