CSD_Code,Contains_Organic_Ligand,Num_Organic_Ligands,Num_Nitrate_FS,Num_Nitrate_SS,Coordination_Number,Complex_Type
WOZBEU,True,1,1,0,1,other_organic
WUGYII,True,1,3,0,10,1:1
WUPFAP,True,3,3,0,9,1:1
WUWDUP,True,3,3,0,9,1:1
XANJEC,True,1,3,0,9,1:1
XAVTAR,True,1,3,0,9,1:1
XAWKIR,True,1,2,0,9,1:1
XEMFUQ,False,0,3,0,9,other_inorganic
XEYGUF,True,1,1,0,1,other_organic
XIBQAE,True,2,2,1,9,2:1
XIVQIG,False,0,3,0,9,other_inorganic
XIXZAG,True,1,1,0,1,other_organic
YAXSAS,True,2,1,0,10,other_organic
YIXCAL,True,1,2,0,9,1:1
YIXCAL01,True,1,2,0,9,1:1
YUMGIX,True,2,1,0,1,other_organic
ZAYXUV,True,2,2,1,9,2:1
ZECHUO,True,2,1,0,1,other_organic
ZEJRUE,False,0,5,0,10,other_inorganic
ZEVLEU,True,1,3,0,9,1:1
ZIJNOY,True,2,2,0,8,1:1
ZIRJEP,True,2,1,0,8,other_organic
ZOLBIO,False,0,3,0,10,other_inorganic
